4, -1
6, -1
10, -1
29, -1
36, -1
43, -1
79, -1
85, -1
87, -1
91, -1
94, -1
119, -1
158, -1
169, -1
174, -1
178, -1
185, -1
191, -1
195, -1
203, -1
208, -1
233, -1
252, -1
268, -1
289, -1
308, -1
313, -1
320, -1
367, -1
372, -1
397, -1
411, -1
412, -1
431, -1
469, -1
529, -1
558, -1
571, -1
574, -1
578, -1
594, -1
650, -1
689, -1
695, -1
704, -1
724, -1
810, 22.8
834, 78.6
865, -1
1112, 61.125
1150, -1
1190, 77.6
1191, 54.33
1192, 93.55
1215, -1
1218, 17.1
1321, 102
1341, 20.75
1395, 68.5
1554, 94.85
1859, 95.6
